type,id,name,spectral_type,x_pc,y_pc,z_pc,vx_kms,vy_kms,vz_kms,temperature_k,mass_solar,luminosity_solar,radius_solar,metallicity_dex,age_gyr,absolute_mag,epoch,notes,constellation,ra_deg,dec_deg,astrometry_epoch,parallax_mas,parallax_error_mas,pm_ra_cosdec_masyr,pm_ra_error_masyr,pm_dec_masyr,pm_dec_error_masyr,radial_velocity_kms,radial_velocity_error_kms,astrometry_ref,radial_velocity_ref
star,10pc-0067,V577 Mon B,M5.5,-3.434481562,-2.224285075,-0.443547420,,,,2930,,,,,,,2000.0,"10pc census (2023-08-25), object 67, system 31; Ross 614 B. J2000 Sun-relative Galactic position via Astropy; transverse-only; unknown/withheld RV, no exported velocity. Estimated: Pecaut-Mamajek 2022.04.16 M5.5V mean dwarf class, not a measured temperature. Component-resolved Johnson V not independently established; multi-star system V withheld. No orbital model. Source caution: Could be EDR3 3117120863519565568 but doubtful because similar magnitudes",Monoceros,97.350794774,-2.817130718,2016.0,242.9659,0.8833,750.14,1.648,-802.947,1.475,,,FROM:Ross614A,
brown_dwarf,10pc-0068,UGPS J072227.51-054031.2,> T9,-3.074259736,-2.723599784,0.306480415,,,,,,,,,,,2000.0,"10pc census (2023-08-25), object 68, system 32; UGPS J072227.51-054031.2. J2000 Sun-relative Galactic position via Astropy; transverse-only; unknown/withheld RV, no exported velocity. Unknown, limited, peculiar, subdwarf or unsupported spectral classification. Johnson V unknown in source; no G/IR substitution. No orbital model.",Monoceros,110.614629,-5.675336,2000.0,242.8,2.4,-903.738,1.5842,351.808,0.6167,,,2012ApJ...748...74L; 2012ApJS..201...19D,
star,10pc-0069,Wolf 1061,M3,3.938633803,0.230666706,1.730253693,-12.919333,-21.140093,-20.603727,3430,,,,,,11.900566,2000.0,"10pc census (2023-08-25), object 69, system 33; Wolf 1061. J2000 Sun-relative Galactic position via Astropy; full-space-motion. Estimated: Pecaut-Mamajek 2022.04.16 M3V mean dwarf class, not a measured temperature. Absolute Johnson V derived from 10pc Vmag=10.072 and adopted distance; negligible extinction assumed. Photometric epoch, uncertainty and individual V bibliography not supplied by compilation. No orbital model.",Ophiuchus,247.574814162,-12.667851081,2016.0,232.139,0.0268,-94.209594994,0.03089707,-1183.917157588,0.021104315,-21.216,0.0006,2020yCat.1350....0G,2018A&A...616A...7S
white_dwarf,10pc-0073,van Maanen's Star,DZ,-1.225017169,1.969635077,-3.637888310,,,,,,,,,,14.199380,2000.0,"10pc census (2023-08-25), object 73, system 34; Wolf 28. J2000 Sun-relative Galactic position via Astropy; transverse-only; unknown/withheld RV, no exported velocity. No appropriate object-specific temperature adopted; dwarf sequence not applied. Absolute Johnson V derived from 10pc Vmag=12.374 and adopted distance; negligible extinction assumed. Photometric epoch, uncertainty and individual V bibliography not supplied by compilation. No orbital model.",Pisces,12.29674025,5.376556608,2016.0,231.78,0.0183,1231.399465379,0.022946512,-2711.882504485,0.019384578,,,2020yCat.1350....0G,
star,10pc-0074,FL Vir A,M5.5,0.444031164,-1.307297412,4.100577413,-33.697585,-15.552083,-0.259518,2930,,,,,,,2000.0,"10pc census (2023-08-25), object 74, system 35; Wolf 424 A. J2000 Sun-relative Galactic position via Astropy; full-space-motion. Estimated: Pecaut-Mamajek 2022.04.16 M5.5V mean dwarf class, not a measured temperature. Component-resolved Johnson V not independently established; multi-star system V withheld. No orbital model.",Virgo,188.314492802,9.022091625,2016.0,231.1185,0.5119,-1795.66090246,0.5651156,217.788566562,0.5500163,1.0,4.0,2020yCat.1350....0G,2015ApJ...802L..10T
star,10pc-0076,HD 225213,M2,1.015120620,-0.299656978,-4.214708698,-74.518138,-97.428870,-37.286401,3560,,,,,,10.371763,2000.0,"10pc census (2023-08-25), object 76, system 36; HD 225213. J2000 Sun-relative Galactic position via Astropy; full-space-motion. Estimated: Pecaut-Mamajek 2022.04.16 M2V mean dwarf class, not a measured temperature. Absolute Johnson V derived from 10pc Vmag=8.562 and adopted distance; negligible extinction assumed. Photometric epoch, uncertainty and individual V bibliography not supplied by compilation. No orbital model.",Sculptor,1.383284152,-37.367744028,2016.0,230.097,0.0362,5633.438087895,0.026583562,-2334.721272652,0.030039242,25.534,0.001,2020yCat.1350....0G,2018A&A...616A...7S
star,10pc-0077,GJ 9066,M4.5,-2.600114497,1.646345148,-3.242032574,13.430534,-50.888183,3.150326,3110,,,,,,14.046412,2000.0,"10pc census (2023-08-25), object 77, system 37; GJ 9066. J2000 Sun-relative Galactic position via Astropy; full-space-motion. Estimated: Pecaut-Mamajek 2022.04.16 M4.5V mean dwarf class, not a measured temperature. Absolute Johnson V derived from 10pc Vmag=12.298 and adopted distance; negligible extinction assumed. Photometric epoch, uncertainty and individual V bibliography not supplied by compilation. No orbital model.",Aries,30.058987048,13.044071201,2016.0,223.7321,0.0699,1096.458485897,0.06671383,-1771.526145379,0.056617845,-28.832,0.025,2020yCat.1350....0G,2020A&A...636A..36L
star,10pc-0075,FL Vir B,M7,0.459209550,-1.352021054,4.240791896,,,,2680,,,,,,,2000.0,"10pc census (2023-08-25), object 75, system 35; Wolf 424 B. J2000 Sun-relative Galactic position via Astropy; transverse-only; unknown/withheld RV, no exported velocity. Estimated: Pecaut-Mamajek 2022.04.16 M7V mean dwarf class, not a measured temperature. Component-resolved Johnson V not independently established; multi-star system V withheld. No orbital model.",Virgo,188.314676776,9.021829208,2016.0,223.4775,0.4665,-1710.467654065,0.5541853,203.09780864,0.45071223,,,2020yCat.1350....0G,
star,10pc-0080,GJ 687,M3,-0.577415425,3.816932755,2.408857429,30.554816,-25.422072,-6.724009,3430,,,,,,,2000.0,"10pc census (2023-08-25), object 80, system 38; GJ 687. J2000 Sun-relative Galactic position via Astropy; full-space-motion. Estimated: Pecaut-Mamajek 2022.04.16 M3V mean dwarf class, not a measured temperature. Johnson V unknown in source; no G/IR substitution. No orbital model. Source caution: GJ 687 c: candidate planet 2020ApJS..250...29F",Draco,264.104052573,68.333497638,2016.0,219.7898,0.021,-320.67472433,0.023984322,-1269.893286659,0.026745409,-28.759,0.0011,2020yCat.1350....0G,2018A&A...616A...7S
star,10pc-0082,GJ 674,M2,4.323549402,-1.321517752,-0.537305267,-7.787119,-7.240436,-20.230264,3560,,,,,,11.115597,2000.0,"10pc census (2023-08-25), object 82, system 39; GJ 674. J2000 Sun-relative Galactic position via Astropy; full-space-motion. Estimated: Pecaut-Mamajek 2022.04.16 M2V mean dwarf class, not a measured temperature. Absolute Johnson V derived from 10pc Vmag=9.407 and adopted distance; negligible extinction assumed. Photometric epoch, uncertainty and individual V bibliography not supplied by compilation. No orbital model.",Ara,262.170163922,-46.899104899,2016.0,219.6463,0.0262,572.56846182,0.039771337,-880.582618762,0.027025519,-2.904,0.0011,2020yCat.1350....0G,2018A&A...616A...7S
brown_dwarf,10pc-0084,WISE J163940.83-684738.6,Y0pec,3.436753222,-2.762208487,-1.138168640,,,,,,,,,,,2000.0,"10pc census (2023-08-25), object 84, system 40; WISE J163940.83-684738.6. J2000 Sun-relative Galactic position via Astropy; transverse-only; unknown/withheld RV, no exported velocity. Unknown, limited, peculiar, subdwarf or unsupported spectral classification. Johnson V unknown in source; no G/IR substitution. No orbital model.",Triangulum Australe,249.922582,-68.798903,2015.9,219.6,2.3,578.1,1.1,-3107.5,1.1,,,2021ApJS..253....7K,
star,10pc-0085,LP 731-58,M6.5,-0.536190246,-3.383561105,3.008537329,27.504812,-18.171973,-12.905087,2740,,,,,,17.489506,2000.0,"10pc census (2023-08-25), object 85, system 41; LP 731-58. J2000 Sun-relative Galactic position via Astropy; full-space-motion. Estimated: Pecaut-Mamajek 2022.04.16 M6.5V mean dwarf class, not a measured temperature. Absolute Johnson V derived from 10pc Vmag=15.784 and adopted distance; negligible extinction assumed. Photometric epoch, uncertainty and individual V bibliography not supplied by compilation. No orbital model.",Sextans,162.055183999,-11.34280332,2016.0,219.3302,0.0602,579.018668285,0.06579582,-1530.076483588,0.057569522,1.74,0.032,2020yCat.1350....0G,2020A&A...636A..36L
white_dwarf,10pc-0086,LAWD 37,DQ,2.031252523,-4.161574797,-0.231010055,,,,,,,,,,13.182002,2000.0,"10pc census (2023-08-25), object 86, system 42; LAWD 37. J2000 Sun-relative Galactic position via Astropy; transverse-only; unknown/withheld RV, no exported velocity. No appropriate object-specific temperature adopted; dwarf sequence not applied. Absolute Johnson V derived from 10pc Vmag=11.513 and adopted distance; negligible extinction assumed. Photometric epoch, uncertainty and individual V bibliography not supplied by compilation. No orbital model.",Musca,176.456646617,-64.843052846,2016.0,215.6753,0.0181,2661.639591834,0.018192463,-344.932507623,0.019402547,,,2020yCat.1350....0G,
star,10pc-0089,GJ 1245 B,M5.5,0.890507364,4.522164607,0.689487985,6.624895,5.975201,-11.048438,2930,,,,,,,2000.0,"10pc census (2023-08-25), object 89, system 43; GJ 1245 B. J2000 Sun-relative Galactic position via Astropy; full-space-motion. Estimated: Pecaut-Mamajek 2022.04.16 M5.5V mean dwarf class, not a measured temperature. Component-resolved Johnson V not independently established; multi-star system V withheld. No orbital model.",Cygnus,298.481925902,44.412906159,2016.0,214.5745,0.0476,349.363004776,0.056223083,-480.322315107,0.054057945,5.43,0.1,2020yCat.1350....0G,2010MNRAS.407.2269M
brown_dwarf,10pc-0090,WISEP J174124.25+255319.5,T9,2.687284397,3.215317277,2.053073730,,,,560,,,,,,,2000.0,"10pc census (2023-08-25), object 90, system 44; WISEP J174124.25+255319.5. J2000 Sun-relative Galactic position via Astropy; transverse-only; unknown/withheld RV, no exported velocity. Estimated: Pecaut-Mamajek 2022.04.16 T9V mean dwarf class, not a measured temperature. Johnson V unknown in source; no G/IR substitution. No orbital model.",Hercules,265.352586,25.892878,2000.0,214.3,2.8,-495.0,11.0,-1472.0,13.0,,,2019ApJS..240...19K; 2013ApJ...762..119M,
star,10pc-0091,IL Aqr,M4,1.455840020,1.863662377,-4.035712739,-12.328224,-19.700690,-11.687703,3210,,,,,,11.841897,2000.0,"10pc census (2023-08-25), object 91, system 45; GJ 876. J2000 Sun-relative Galactic position via Astropy; full-space-motion. Estimated: Pecaut-Mamajek 2022.04.16 M4V mean dwarf class, not a measured temperature. Absolute Johnson V derived from 10pc Vmag=10.192 and adopted distance; negligible extinction assumed. Photometric epoch, uncertainty and individual V bibliography not supplied by compilation. No orbital model. Source caution: The parallax and proper motion values accounting for orbital motion are taken from the Gaia DR3 non-single star table.",Aquarius,343.324111002,-14.266689394,2016.0,213.7873,0.0739,957.820648622,0.052050043,-673.568923456,0.025728324,-1.6,0.0141,2022yCat.1355....0G,2018A&A...616A...7S
star,10pc-0087,GJ 1245 A,M5.5,0.896668115,4.552749343,0.694263397,4.359547,4.175092,-12.739753,2930,,,,,,,2000.0,"10pc census (2023-08-25), object 87, system 43; GJ 1245 A. J2000 Sun-relative Galactic position via Astropy; full-space-motion. Estimated: Pecaut-Mamajek 2022.04.16 M5.5V mean dwarf class, not a measured temperature. Component-resolved Johnson V not independently established; multi-star system V withheld. No orbital model.",Cygnus,298.479759093,44.412330143,2016.0,213.1329,0.5737,441.562,1.144,-434.241,1.031,3.0,5.0,2018yCat.1345....0G,2014AJ....147...20N
star,10pc-0088,GJ 1245 C,M8,0.896677498,4.552796978,0.694270658,,,,2570,,,,,,,2000.0,"10pc census (2023-08-25), object 88, system 43; GJ 1245 C. J2000 Sun-relative Galactic position via Astropy; transverse-only; unknown/withheld RV, no exported velocity. Estimated: Pecaut-Mamajek 2022.04.16 M8V mean dwarf class, not a measured temperature. Component-resolved Johnson V not independently established; multi-star system V withheld. No orbital model.",Cygnus,298.479759093,44.412330143,2016.0,213.1329,0.5737,441.562,1.144,-434.241,1.031,,,FROM:GJ1245A,
star,10pc-0096,L 143-23,M5.5,1.510020572,-4.583764150,-0.170092823,25.874016,-156.271887,23.390247,2930,,,,,,15.500679,2000.0,"10pc census (2023-08-25), object 96, system 46; L 143-23. J2000 Sun-relative Galactic position via Astropy; full-space-motion. Estimated: Pecaut-Mamajek 2022.04.16 M5.5V mean dwarf class, not a measured temperature. Absolute Johnson V derived from 10pc Vmag=13.92 and adopted distance; negligible extinction assumed. Photometric epoch, uncertainty and individual V bibliography not supplied by compilation. No orbital model.",Carina,161.085275513,-61.202638305,2016.0,206.9698,0.0448,-346.207616048,0.05000522,1611.099960078,0.051150113,155.605,1.272,2020yCat.1350....0G,2022yCat.1355....0G
star,10pc-0097,G 158-27,M5.5,-0.078962174,1.835520879,-4.485099436,38.226699,-41.817626,26.240373,2930,,,,,,15.409724,2000.0,"10pc census (2023-08-25), object 97, system 47; G 158-27. J2000 Sun-relative Galactic position via Astropy; full-space-motion. Estimated: Pecaut-Mamajek 2022.04.16 M5.5V mean dwarf class, not a measured temperature. Absolute Johnson V derived from 10pc Vmag=13.837 and adopted distance; negligible extinction assumed. Photometric epoch, uncertainty and individual V bibliography not supplied by compilation. No orbital model.",Cetus,1.676350426,-7.546475325,2016.0,206.35,0.0474,-811.565956256,0.06421741,-1893.250846655,0.03386662,-40.734,0.005,2020yCat.1350....0G,2014MNRAS.439.3094B
brown_dwarf,10pc-0098,DENIS 0255-4700,L9,-0.413832062,-2.496911791,-4.158263343,,,,1370,,,,,,24.484268,2000.0,"10pc census (2023-08-25), object 98, system 48; DENIS J025503.3-470049. J2000 Sun-relative Galactic position via Astropy; transverse-only; unknown/withheld RV, no exported velocity. Estimated: Pecaut-Mamajek 2022.04.16 L9V mean dwarf class, not a measured temperature. Absolute Johnson V derived from 10pc Vmag=22.921 and adopted distance; negligible extinction assumed. Photometric epoch, uncertainty and individual V bibliography not supplied by compilation. No orbital model.",Eridanus,43.771985935,-47.016728356,2016.0,205.4251,0.1857,1012.444720371,0.18216792,-554.030838673,0.24066855,,,2020yCat.1350....0G,
star,10pc-0099,HD 88230,K7.5e,-2.898631790,0.729909677,3.846003725,-9.256725,-20.611436,-35.892442,4045,,,,,,8.171912,2000.0,"10pc census (2023-08-25), object 99, system 49; HD 88230. J2000 Sun-relative Galactic position via Astropy; full-space-motion. Estimated: linear interpolation between Pecaut-Mamajek 2022.04.16 K7V and K8V mean dwarf classes. Absolute Johnson V derived from 10pc Vmag=6.61 and adopted distance; negligible extinction assumed. Photometric epoch, uncertainty and individual V bibliography not supplied by compilation. No orbital model.",Ursa Major,152.832928958,49.451988897,2016.0,205.3148,0.0224,-1363.287186399,0.016043497,-505.770358875,0.020239066,-25.916,0.0287,2020yCat.1350....0G,2018A&A...616A...7S
star,10pc-0100,BD+44 2051 A,M1,-2.176151600,0.442636081,4.371859887,-124.094704,-5.531842,15.667295,3660,,,,,,,2000.0,"10pc census (2023-08-25), object 100, system 50; BD+44 2051 A. J2000 Sun-relative Galactic position via Astropy; full-space-motion. Estimated: Pecaut-Mamajek 2022.04.16 M1V mean dwarf class, not a measured temperature. Component-resolved Johnson V not independently established; multi-star system V withheld. No orbital model.",Ursa Major,166.342059744,43.530948561,2016.0,203.8876,0.0332,-4406.469178827,0.03108808,938.526626689,0.02773793,68.578,0.023,2020yCat.1350....0G,2020A&A...636A..36L
star,10pc-0101,WX UMa,M5.5,-2.176115158,0.442528410,4.373370581,-123.168231,-4.520256,16.699300,2930,,,,,,,2000.0,"10pc census (2023-08-25), object 101, system 50; BD+44 2051 B. J2000 Sun-relative Galactic position via Astropy; full-space-motion. Estimated: Pecaut-Mamajek 2022.04.16 M5.5V mean dwarf class, not a measured temperature. Component-resolved Johnson V not independently established; multi-star system V withheld. No orbital model.",Ursa Major,166.352089679,43.52590762,2016.0,203.8323,0.05,-4339.849578444,0.044766206,960.696130627,0.04143234,69.163,0.023,2020yCat.1350....0G,2020A&A...636A..36L
star,10pc-0102,AD Leo,M3,-2.314389784,-1.709810871,4.046010342,-15.001409,-7.490811,3.518005,3430,,,,,,11.040455,2000.0,"10pc census (2023-08-25), object 102, system 51; BD+20 2465. J2000 Sun-relative Galactic position via Astropy; full-space-motion. Estimated: Pecaut-Mamajek 2022.04.16 M3V mean dwarf class, not a measured temperature. Absolute Johnson V derived from 10pc Vmag=9.52 and adopted distance; negligible extinction assumed. Photometric epoch, uncertainty and individual V bibliography not supplied by compilation. No orbital model. Source caution: Potential binarity ruled out from spectroscopic data by arXiv:2209.05814",Leo,154.898813701,19.869809905,2016.0,201.4064,0.0296,-498.620360311,0.027898356,-43.427669082,0.026116055,12.44,0.0036,2020yCat.1350....0G,2018A&A...616A...7S
star,10pc-0103,GJ 832,M1.5,3.367385379,-0.644003237,-3.593855850,8.899069,-20.674246,-6.148539,3620,,,,,,10.191585,2000.0,"10pc census (2023-08-25), object 103, system 52; GJ 832. J2000 Sun-relative Galactic position via Astropy; full-space-motion. Estimated: Pecaut-Mamajek 2022.04.16 M1.5V mean dwarf class, not a measured temperature. Absolute Johnson V derived from 10pc Vmag=8.672 and adopted distance; negligible extinction assumed. Photometric epoch, uncertainty and individual V bibliography not supplied by compilation. No orbital model.",Grus,323.391251878,-49.012630397,2016.0,201.3252,0.0237,-45.916752954,0.02340184,-816.874962878,0.01842646,13.164,0.0014,2020yCat.1350....0G,2018A&A...616A...7S
white_dwarf,10pc-0110,GJ 166 B,DA2.9,-3.688102978,-1.398943558,-3.085168156,,,,,,,,,,,2000.0,"10pc census (2023-08-25), object 110, system 54; GJ 166 B. J2000 Sun-relative Galactic position via Astropy; transverse-only; unknown/withheld RV, no exported velocity. No appropriate object-specific temperature adopted; dwarf sequence not applied. Component-resolved Johnson V not independently established; multi-star system V withheld. No orbital model.",Eridanus,63.830787524,-7.672952135,2016.0,199.6911,0.0512,-2236.16874907,0.047661513,-3338.955289251,0.038766496,,,2020yCat.1350....0G,
